##ID,,,,0黑；1绿；2蓝；3紫；4黄,备注，程序不读,,,,0：静态等级；1：动态等级,,,,,,,,,,,,,,,,
怪物ID,名称,显示名,性别,怪物等阶,怪物类型,头像资源ID,资源,等级,是否动态等级,主动技能,普攻技能,天赋技能,放大比例,生命,攻击,命中,闪避,暴击,韧性,抵挡,破击,护甲,破甲,初始怒气,类型
11566,,门徒,0,2,2,6002,daodunbing,53,,120,2,,10000,13291,1629,0,0,0,0,100,0,0,0,50,0
11567,,门徒,0,2,2,6002,daodunbing,53,,120,2,,10000,13291,1629,0,0,0,0,100,0,0,0,50,0
11568,,门徒,0,2,1,6008,wufu,53,,125,2,,10000,10633,2219,0,0,0,0,0,0,0,0,50,0
11569,,狄仁杰,0,2,1,1013,direnjie,53,,18,108,,10000,6978,3467,0,0,0,0,0,0,0,0,50,0
11570,,关羽,0,2,1,1005,guanyu,53,,10,1,,10000,15950,3563,0,0,0,0,0,0,0,0,50,1
11571,,门徒,0,2,1,6001,changqiangbing,53,,119,1,,10000,10777,2396,0,0,0,0,0,0,0,0,50,0
11572,,门徒,0,2,1,6007,mibaoshanzei,53,,124,3,,10000,7544,3148,0,0,0,0,0,0,0,0,50,0
11573,,门徒,0,2,1,6003,gongjianshou,53,,116,4,,10000,7544,3148,0,0,0,0,0,0,0,0,50,0
11574,,武则天,1,2,2,1032,wuzetian,53,,37,2,,10000,13471,1644,0,0,0,0,100,0,0,0,50,0
11575,,司马懿,0,2,1,1010,simayi,53,,15,114,,10000,10609,5247,0,0,0,0,0,0,0,0,50,1
11576,,衙役,0,2,1,6009,wenguan,54,,126,5,,10000,7168,3528,0,0,0,0,0,0,0,0,50,0
11577,,衙役,0,2,1,6008,wufu,54,,125,2,,10000,10922,2258,0,0,0,0,0,0,0,0,50,0
11578,,衙役,0,2,1,6010,wujiang,54,,128,127,,10000,10922,2417,0,0,0,0,0,0,0,0,50,0
11579,,甄缳,1,2,1,1018,zhenhuan,54,,23,105,,10000,7646,3175,0,0,0,0,0,0,0,0,50,0
11580,,商鞅,0,2,1,1011,shangyang,54,,16,110,,10000,10752,5292,0,0,0,0,0,0,0,0,50,1
11581,,衙役,0,2,1,6008,wufu,55,,125,2,,10000,12298,2531,0,0,0,0,0,0,0,0,50,0
11582,,衙役,0,2,1,6004,cike,55,,121,3,,10000,8609,3560,0,0,0,0,0,0,0,0,50,0
11583,,衙役,0,2,1,6010,wujiang,55,,128,127,,10000,12298,2709,0,0,0,0,0,0,0,0,50,0
11584,,林冲,0,2,1,1025,linchong,55,,30,2,,10000,12298,2531,0,0,0,0,0,0,0,0,50,0
11585,,李白,0,2,1,1023,libai,55,,28,2,,10000,18448,3797,0,0,0,0,0,0,0,0,50,1
11586,,衙役,0,2,1,6010,wujiang,55,,128,127,,10000,11217,2460,0,0,0,0,0,0,0,0,50,0
11587,,衙役,0,2,1,6006,wushi,55,,123,134,,10000,7361,3591,0,0,0,0,0,0,0,0,50,0
11588,,衙役,0,2,1,6004,cike,55,,121,3,,10000,7852,3232,0,0,0,0,0,0,0,0,50,0
11589,,唐伯虎,0,2,1,1024,tangbohu,55,,29,115,,10000,11217,2298,0,0,0,0,0,0,0,0,50,0
11590,,司马懿,0,2,1,1010,simayi,55,,15,114,,10000,11042,5387,0,0,0,0,0,0,0,0,50,1
11591,,师爷,0,2,1,6004,cike,56,,121,3,,10000,7956,3260,0,0,0,0,0,0,0,0,50,0
11592,,师爷,0,2,1,6004,cike,56,,121,3,,10000,7956,3260,0,0,0,0,0,0,0,0,50,0
11593,,师爷,0,2,1,6003,gongjianshou,56,,116,4,,10000,7956,3260,0,0,0,0,0,0,0,0,50,0
11594,,武则天,1,2,2,1032,wuzetian,56,,37,2,,10000,14207,1702,0,0,0,0,100,0,0,0,50,0
11595,,曹操,0,2,2,1030,caocao,56,,35,117,,10000,21311,2554,0,0,0,0,100,0,0,0,50,1
11596,,师爷,0,2,1,6001,changqiangbing,56,,119,1,,10000,11516,2503,0,0,0,0,0,0,0,0,50,0
11597,,师爷,0,2,1,6004,cike,56,,121,3,,10000,8061,3289,0,0,0,0,0,0,0,0,50,0
11598,,师爷,0,2,1,6004,cike,56,,121,3,,10000,8061,3289,0,0,0,0,0,0,0,0,50,0
11599,,西门庆,0,2,1,1020,ximenqing,56,,25,2,,10000,8061,3289,0,0,0,0,0,0,0,0,50,0
11600,,关羽,0,2,1,1005,guanyu,56,,10,1,,10000,17274,3754,0,0,0,0,0,0,0,0,50,1
11601,,师爷,0,2,1,6004,cike,57,,121,3,,10000,9075,3686,0,0,0,0,0,0,0,0,50,0
11602,,师爷,0,2,1,6009,wenguan,57,,126,5,,10000,8508,4096,0,0,0,0,0,0,0,0,50,0
11603,,师爷,0,2,1,6011,mibaoshanzeitoumu,57,,147,146,,10000,12964,3686,0,0,0,0,0,0,0,0,50,0
11604,,甄缳,1,2,1,1018,zhenhuan,57,,23,105,,10000,9075,3686,0,0,0,0,0,0,0,0,50,0
11605,,魔·狄仁杰,0,2,1,1013,direnjie,57,,18,108,,10000,25523,12288,0,0,0,0,0,0,0,0,50,2
11606,,武周侍卫,0,2,1,6009,wenguan,57,,126,5,,10000,7829,3736,0,0,0,0,0,0,0,0,50,0
11607,,武周侍卫,0,2,1,6009,wenguan,57,,126,5,,10000,7829,3736,0,0,0,0,0,0,0,0,50,0
11608,,武周侍卫,0,2,1,6011,mibaoshanzeitoumu,57,,147,146,,10000,11930,3362,0,0,0,0,0,0,0,0,50,0
11609,,花木兰,1,2,1,1008,huamulan,57,,13,1,,10000,11930,2559,0,0,0,0,0,0,0,0,50,0
11610,,唐伯虎,0,2,1,1024,tangbohu,57,,29,115,,10000,17894,3587,0,0,0,0,0,0,0,0,50,1
11611,,武周侍卫,0,2,1,6004,cike,58,,121,3,,10000,8444,3386,0,0,0,0,0,0,0,0,50,0
11612,,武周侍卫,0,2,1,6011,mibaoshanzeitoumu,58,,147,146,,10000,12062,3386,0,0,0,0,0,0,0,0,50,0
11613,,武周侍卫,0,2,1,6005,youxia,58,,122,2,,10000,12062,2408,0,0,0,0,0,0,0,0,50,0
11614,,成吉思汗,0,2,2,1028,chengjisihan,58,,33,4,,10000,15078,1768,0,0,0,0,100,0,0,0,50,0
11615,,朱元璋,0,2,2,1029,zhuyuanzhang,58,,34,2,,10000,22617,2652,0,0,0,0,100,0,0,0,50,1
11616,,武周侍卫,0,2,1,6009,wenguan,58,,126,5,,10000,8004,3787,0,0,0,0,0,0,0,0,50,0
11617,,武周侍卫,0,2,1,6004,cike,58,,121,3,,10000,8538,3408,0,0,0,0,0,0,0,0,50,0
11618,,武周侍卫,0,2,1,6004,cike,58,,121,3,,10000,8538,3408,0,0,0,0,0,0,0,0,50,0
11619,,成吉思汗,0,2,2,1028,chengjisihan,58,,33,4,,10000,15246,1780,0,0,0,0,100,0,0,0,50,0
11620,,王重阳,0,2,1,1026,wangchongyang,58,,31,112,,10000,18295,3636,0,0,0,0,0,0,0,0,50,1
11621,,武周铁骑,0,2,1,6010,wujiang,59,,128,127,,10000,13702,2902,0,0,0,0,0,0,0,0,50,0
11622,,武周铁骑,0,2,1,6010,wujiang,59,,128,127,,10000,13702,2902,0,0,0,0,0,0,0,0,50,0
11623,,武周铁骑,0,2,1,6001,changqiangbing,59,,119,1,,10000,13702,2902,0,0,0,0,0,0,0,0,50,0
11624,,岳飞,0,2,1,1004,yuefei,59,,9,1,,10000,13702,2902,0,0,0,0,0,0,0,0,50,0
11625,,武周铁骑,0,2,1,6010,wujiang,59,,128,127,,10000,20553,4354,0,0,0,0,0,0,0,0,50,1
11626,,武周铁骑,0,2,2,6002,daodunbing,59,,120,2,,10000,15584,1804,0,0,0,0,100,0,0,0,50,0
11627,,武周铁骑,0,2,1,6005,youxia,59,,122,2,,10000,12467,2457,0,0,0,0,0,0,0,0,50,0
11628,,武周铁骑,0,2,1,6004,cike,59,,121,3,,10000,8727,3455,0,0,0,0,0,0,0,0,50,0
11629,,荆轲,0,2,1,1015,jingke,59,,20,3,,10000,8727,3455,0,0,0,0,0,0,0,0,50,0
11630,,武则天,1,2,2,1032,wuzetian,59,,37,2,,10000,23376,2707,0,0,0,0,100,0,0,0,50,1
11631,,武周铁骑,0,2,1,6001,changqiangbing,60,,119,1,,10000,12605,2648,0,0,0,0,0,0,0,0,50,0
11632,,武周铁骑,0,2,1,6005,youxia,60,,122,2,,10000,12605,2474,0,0,0,0,0,0,0,0,50,0
11633,,武周铁骑,0,2,1,6003,gongjianshou,60,,116,4,,10000,8823,3479,0,0,0,0,0,0,0,0,50,0
11634,,张良,0,2,1,1012,zhangliang,60,,17,109,,10000,8272,3865,0,0,0,0,0,0,0,0,50,0
11635,,貂蝉,1,2,1,1017,diaocan,60,,22,3,,10000,13235,5218,0,0,0,0,0,0,0,0,50,1
11636,,武周猛将,0,2,1,6006,wushi,60,,123,134,,10000,8362,3892,0,0,0,0,0,0,0,0,50,0
11637,,武周猛将,0,2,1,6005,youxia,60,,122,2,,10000,12742,2491,0,0,0,0,0,0,0,0,50,0
11638,,武周猛将,0,2,1,6003,gongjianshou,60,,116,4,,10000,8920,3503,0,0,0,0,0,0,0,0,50,0
11639,,甄缳,1,2,1,1018,zhenhuan,60,,23,105,,10000,8920,3503,0,0,0,0,0,0,0,0,50,0
11640,,杨贵妃,1,2,1,1014,shangguanwaner,60,,19,5,,10000,12543,5838,0,0,0,0,0,0,0,0,50,1
11641,,武周猛将,0,2,1,6009,wenguan,60,,126,5,,10000,9393,4354,0,0,0,0,0,0,0,0,50,0
11642,,武周猛将,0,2,1,6010,wujiang,60,,128,127,,10000,14313,2982,0,0,0,0,0,0,0,0,50,0
11643,,武周猛将,0,2,1,6007,mibaoshanzei,60,,124,3,,10000,10019,3919,0,0,0,0,0,0,0,0,50,0
11644,,商鞅,0,2,1,1011,shangyang,60,,16,110,,10000,9393,4354,0,0,0,0,0,0,0,0,50,0
11645,,曹操,0,2,2,1030,caocao,60,,35,117,,10000,26837,3070,0,0,0,0,100,0,0,0,50,1
11646,,武周猛将,0,2,1,6005,youxia,61,,122,2,,10000,13022,2525,0,0,0,0,0,0,0,0,50,0
11647,,武周猛将,0,2,1,6005,youxia,61,,122,2,,10000,13022,2525,0,0,0,0,0,0,0,0,50,0
11648,,武周猛将,0,2,1,6004,cike,61,,121,3,,10000,9116,3551,0,0,0,0,0,0,0,0,50,0
11649,,甄缳,1,2,1,1018,zhenhuan,61,,23,105,,10000,9116,3551,0,0,0,0,0,0,0,0,50,0
11650,,程咬金,0,2,1,1007,baiqi,61,,12,1,,10000,19534,4054,0,0,0,0,0,0,0,0,50,1
11651,,武周将军,0,2,1,6008,wufu,61,,125,2,,10000,13163,2542,0,0,0,0,0,0,0,0,50,0
11652,,武周将军,0,2,1,6007,mibaoshanzei,61,,124,3,,10000,9214,3575,0,0,0,0,0,0,0,0,50,0
11653,,武周将军,0,2,1,6003,gongjianshou,61,,116,4,,10000,9214,3575,0,0,0,0,0,0,0,0,50,0
11654,,武周将军,0,2,1,6010,wujiang,61,,128,127,,10000,13163,2721,0,0,0,0,0,0,0,0,50,0
11655,,狄仁杰,0,2,1,1013,direnjie,61,,18,108,,10000,12958,5958,0,0,0,0,0,0,0,0,50,1
11656,,武周将军,0,2,2,6002,daodunbing,62,,120,2,,10000,16633,1880,0,0,0,0,100,0,0,0,50,0
11657,,武周将军,0,2,1,6001,changqiangbing,62,,119,1,,10000,13306,2739,0,0,0,0,0,0,0,0,50,0
11658,,武周将军,0,2,1,6004,cike,62,,121,3,,10000,9314,3599,0,0,0,0,0,0,0,0,50,0
11659,,项羽,0,2,1,1001,xiangyu,62,,6,1,,10000,13306,2739,0,0,0,0,0,0,0,0,50,0
11660,,林冲,0,2,1,1025,linchong,62,,30,2,,10000,19960,3839,0,0,0,0,0,0,0,0,50,1
11661,,武周将军,0,2,1,6009,wenguan,62,,126,5,,10000,9807,4474,0,0,0,0,0,0,0,0,50,0
11662,,武周将军,0,2,1,6005,youxia,62,,122,2,,10000,14944,2863,0,0,0,0,0,0,0,0,50,0
11663,,武周将军,0,2,1,6008,wufu,62,,125,2,,10000,14944,2863,0,0,0,0,0,0,0,0,50,0
11664,,吕布,0,2,1,1002,lvbu,62,,7,1,,10000,14944,3065,0,0,0,0,0,0,0,0,50,0
11665,,魔·武则天,1,2,2,1032,wuzetian,62,,37,2,,10000,56040,6308,0,0,0,0,100,0,0,0,50,2
11666,,大唐侍卫,0,2,1,6010,wujiang,63,,128,127,,10000,13748,2796,0,0,0,0,0,0,0,0,50,0
11667,,大唐侍卫,0,2,1,6003,gongjianshou,63,,116,4,,10000,9624,3674,0,0,0,0,0,0,0,0,50,0
11668,,大唐侍卫,0,2,1,6008,wufu,63,,125,2,,10000,13748,2612,0,0,0,0,0,0,0,0,50,0
11669,,诸葛亮,0,2,1,1009,zhugeliang,63,,14,111,,10000,9022,4082,0,0,0,0,0,0,0,0,50,0
11670,,狄仁杰,0,2,1,1013,direnjie,63,,18,108,,10000,13533,6123,0,0,0,0,0,0,0,0,50,1
11671,,大唐侍卫,0,2,1,6004,cike,64,,121,3,,10000,9729,3699,0,0,0,0,0,0,0,0,50,0
11672,,大唐侍卫,0,2,1,6003,gongjianshou,64,,116,4,,10000,9729,3699,0,0,0,0,0,0,0,0,50,0
11673,,大唐侍卫,0,2,1,6003,gongjianshou,64,,116,4,,10000,9729,3699,0,0,0,0,0,0,0,0,50,0
11674,,甄缳,1,2,1,1018,zhenhuan,64,,23,105,,10000,9729,3699,0,0,0,0,0,0,0,0,50,0
11675,,司马懿,0,2,1,1010,simayi,64,,15,114,,10000,13682,6165,0,0,0,0,0,0,0,0,50,1
11676,,大唐侍卫,0,2,1,6001,changqiangbing,65,,119,1,,10000,14050,2835,0,0,0,0,0,0,0,0,50,0
11677,,大唐侍卫,0,2,1,6008,wufu,65,,125,2,,10000,14050,2648,0,0,0,0,0,0,0,0,50,0
11678,,大唐侍卫,0,2,1,6001,changqiangbing,65,,119,1,,10000,14050,2835,0,0,0,0,0,0,0,0,50,0
11679,,张三丰,0,2,1,1021,zhangsf,65,,26,107,,10000,14050,2648,0,0,0,0,0,0,0,0,50,0
11680,,成吉思汗,0,2,2,1028,chengjisihan,65,,33,4,,10000,26345,2917,0,0,0,0,100,0,0,0,50,1
11681,,大唐精兵,0,2,1,6006,wushi,65,,123,134,,10000,10357,4629,0,0,0,0,0,0,0,0,50,0
11682,,大唐精兵,0,2,1,6006,wushi,65,,123,134,,10000,10357,4629,0,0,0,0,0,0,0,0,50,0
11683,,大唐精兵,0,2,1,6006,wushi,65,,123,134,,10000,10357,4629,0,0,0,0,0,0,0,0,50,0
11684,,朱元璋,0,2,2,1029,zhuyuanzhang,65,,34,2,,10000,19727,2176,0,0,0,0,100,0,0,0,50,0
11685,,唐伯虎,0,2,1,1024,tangbohu,65,,29,115,,10000,23673,4444,0,0,0,0,0,0,0,0,50,1
11686,,大唐精兵,0,2,1,6003,gongjianshou,66,,116,4,,10000,10050,3776,0,0,0,0,0,0,0,0,50,0
11687,,大唐精兵,0,2,1,6010,wujiang,66,,128,127,,10000,14358,2874,0,0,0,0,0,0,0,0,50,0
11688,,大唐精兵,0,2,1,6006,wushi,66,,123,134,,10000,9422,4195,0,0,0,0,0,0,0,0,50,0
11689,,小乔,1,2,1,1019,xiaoqiao,66,,24,3,,10000,10050,3776,0,0,0,0,0,0,0,0,50,0
11690,,刘备,0,2,2,1027,liubei,66,,32,118,,10000,26921,2958,0,0,0,0,100,0,0,0,50,1
11691,,大唐精兵,0,2,1,6006,wushi,67,,123,134,,10000,9525,4223,0,0,0,0,0,0,0,0,50,0
11692,,大唐精兵,0,2,1,6001,changqiangbing,67,,119,1,,10000,14514,2893,0,0,0,0,0,0,0,0,50,0
11693,,大唐精兵,0,2,1,6001,changqiangbing,67,,119,1,,10000,14514,2893,0,0,0,0,0,0,0,0,50,0
11694,,李世民,0,2,2,1031,lishimin,67,,36,2,,10000,18142,1985,0,0,0,0,100,0,0,0,50,0
11695,,关羽,0,2,1,1005,guanyu,67,,10,1,,10000,21770,4339,0,0,0,0,0,0,0,0,50,1
11696,,大唐猛将,0,2,1,6003,gongjianshou,67,,116,4,,10000,10269,3827,0,0,0,0,0,0,0,0,50,0
11697,,大唐猛将,0,2,1,6003,gongjianshou,67,,116,4,,10000,10269,3827,0,0,0,0,0,0,0,0,50,0
11698,,大唐猛将,0,2,1,6005,youxia,67,,122,2,,10000,14670,2721,0,0,0,0,0,0,0,0,50,0
11699,,曹操,0,2,2,1030,caocao,67,,35,117,,10000,18337,1998,0,0,0,0,100,0,0,0,50,0
11700,,岳飞,0,2,1,1004,yuefei,67,,9,1,,10000,22005,4369,0,0,0,0,0,0,0,0,50,1
11701,,大唐猛将,0,2,1,6010,wujiang,68,,128,127,,10000,16474,3259,0,0,0,0,0,0,0,0,50,0
11702,,大唐猛将,0,2,1,6011,mibaoshanzeitoumu,68,,147,146,,10000,16474,4281,0,0,0,0,0,0,0,0,50,0
11703,,大唐猛将,0,2,1,6011,mibaoshanzeitoumu,68,,147,146,,10000,16474,4281,0,0,0,0,0,0,0,0,50,0
11704,,岳飞,0,2,1,1004,yuefei,68,,9,1,,10000,16474,3259,0,0,0,0,0,0,0,0,50,0
11705,,刘备,0,2,2,1027,liubei,68,,32,118,,10000,30890,3354,0,0,0,0,100,0,0,0,50,1
11706,,大唐猛将,0,2,1,6001,changqiangbing,68,,119,1,,10000,14986,2953,0,0,0,0,0,0,0,0,50,0
11707,,大唐猛将,0,2,2,6002,daodunbing,68,,120,2,,10000,18732,2026,0,0,0,0,100,0,0,0,50,0
11708,,大唐猛将,0,2,1,6001,changqiangbing,68,,119,1,,10000,14986,2953,0,0,0,0,0,0,0,0,50,0
11709,,关羽,0,2,1,1005,guanyu,68,,10,1,,10000,14986,2953,0,0,0,0,0,0,0,0,50,0
11710,,王重阳,0,2,1,1026,wangchongyang,68,,31,112,,10000,22478,4139,0,0,0,0,0,0,0,0,50,1
11711,,大唐将军,0,2,2,6002,daodunbing,69,,120,2,,10000,18932,2040,0,0,0,0,100,0,0,0,50,0
11712,,大唐将军,0,2,1,6007,mibaoshanzei,69,,124,3,,10000,10602,3906,0,0,0,0,0,0,0,0,50,0
11713,,大唐将军,0,2,2,6002,daodunbing,69,,120,2,,10000,18932,2040,0,0,0,0,100,0,0,0,50,0
11714,,项羽,0,2,1,1001,xiangyu,69,,6,1,,10000,15146,2973,0,0,0,0,0,0,0,0,50,0
11715,,程咬金,0,2,1,1007,baiqi,69,,12,1,,10000,22718,4459,0,0,0,0,0,0,0,0,50,1
11716,,大唐将军,0,2,1,6004,cike,70,,121,3,,10000,10714,3933,0,0,0,0,0,0,0,0,50,0
11717,,大唐将军,0,2,2,6002,daodunbing,70,,120,2,,10000,19133,2054,0,0,0,0,100,0,0,0,50,0
11718,,大唐将军,0,2,1,6010,wujiang,70,,128,127,,10000,15306,2993,0,0,0,0,0,0,0,0,50,0
11719,,花木兰,1,2,1,1008,huamulan,70,,13,1,,10000,15306,2993,0,0,0,0,0,0,0,0,50,0
11720,,唐伯虎,0,2,1,1024,tangbohu,70,,29,115,,10000,22960,4195,0,0,0,0,0,0,0,0,50,1
11721,,大唐将军,0,2,1,6004,cike,70,,121,3,,10000,12031,4400,0,0,0,0,0,0,0,0,50,0
11722,,大唐将军,0,2,1,6010,wujiang,70,,128,127,,10000,17187,3349,0,0,0,0,0,0,0,0,50,0
11723,,大唐将军,0,2,1,6003,gongjianshou,70,,116,4,,10000,12031,4400,0,0,0,0,0,0,0,0,50,0
11724,,小乔,1,2,1,1019,xiaoqiao,70,,24,3,,10000,12031,4400,0,0,0,0,0,0,0,0,50,0
11725,,魔·杨贵妃,1,2,1,1014,shangguanwaner,70,,19,5,,10000,33837,14667,0,0,0,0,0,0,0,0,50,2
11726,,书童,0,2,1,6005,youxia,71,,122,2,,10000,15874,2870,0,0,0,0,0,0,0,0,50,0
11727,,书童,0,2,1,6010,wujiang,71,,128,127,,10000,15874,3072,0,0,0,0,0,0,0,0,50,0
11728,,书童,0,2,1,6009,wenguan,71,,126,5,,10000,10417,4485,0,0,0,0,0,0,0,0,50,0
11729,,商鞅,0,2,1,1011,shangyang,71,,16,110,,10000,10417,4485,0,0,0,0,0,0,0,0,100,0
11730,,吕布,0,2,1,1002,lvbu,71,,7,1,,10000,23810,4609,0,0,0,0,0,0,0,0,100,1
11731,,书童,0,2,1,6009,wenguan,72,,126,5,,10000,10551,4528,0,0,0,0,0,0,0,0,50,0
11732,,书童,0,2,1,6010,wujiang,72,,128,127,,10000,16078,3102,0,0,0,0,0,0,0,0,50,0
11733,,书童,0,2,1,6004,cike,72,,121,3,,10000,11255,4075,0,0,0,0,0,0,0,0,50,0
11734,,关羽,0,2,1,1005,guanyu,72,,10,1,,10000,16078,3102,0,0,0,0,0,0,0,0,100,0
11735,,杨贵妃,1,2,1,1014,shangguanwaner,72,,19,5,,10000,15827,6792,0,0,0,0,0,0,0,0,100,1
11736,,书童,0,2,1,6008,wufu,72,,125,2,,10000,16284,2926,0,0,0,0,0,0,0,0,50,0
11737,,书童,0,2,1,6009,wenguan,72,,126,5,,10000,10686,4572,0,0,0,0,0,0,0,0,50,0
11738,,书童,0,2,1,6011,mibaoshanzeitoumu,72,,147,146,,10000,16284,4115,0,0,0,0,0,0,0,0,50,0
11739,,书童,0,2,1,6010,wujiang,72,,128,127,,10000,16284,3132,0,0,0,0,0,0,0,0,50,0
11740,,秦始皇,0,2,2,1033,qinshihuang,72,,38,2,,10000,30533,3223,0,0,0,0,100,0,0,0,100,1
11741,,文人,0,2,1,6010,wujiang,73,,128,127,,10000,18324,3513,0,0,0,0,0,0,0,0,50,0
11742,,文人,0,2,2,6002,daodunbing,73,,120,2,,10000,22905,2410,0,0,0,0,100,0,0,0,50,0
11743,,文人,0,2,1,6001,changqiangbing,73,,119,1,,10000,18324,3513,0,0,0,0,0,0,0,0,50,0
11744,,诸葛亮,0,2,1,1009,zhugeliang,73,,14,111,,10000,12025,5128,0,0,0,0,0,0,0,0,100,0
11745,,商鞅,0,2,1,1011,shangyang,73,,16,110,,10000,18038,7692,0,0,0,0,0,0,0,0,100,1
11746,,文人,0,2,1,6006,wushi,74,,123,134,,10000,10960,4659,0,0,0,0,0,0,0,0,50,0
11747,,文人,0,2,2,6002,daodunbing,74,,120,2,,10000,20876,2190,0,0,0,0,100,0,0,0,50,0
11748,,文人,0,2,1,6007,mibaoshanzei,74,,124,3,,10000,11691,4193,0,0,0,0,0,0,0,0,50,0
11749,,朱元璋,0,2,2,1029,zhuyuanzhang,74,,34,2,,10000,20876,2190,0,0,0,0,100,0,0,0,100,0
11750,,文人,0,2,1,6010,wujiang,74,,128,127,,10000,25051,4787,0,0,0,0,0,0,0,0,50,1
11751,,文人,0,2,1,6008,wufu,74,,125,2,,10000,16911,3011,0,0,0,0,0,0,0,0,50,0
11752,,文人,0,2,1,6003,gongjianshou,74,,116,4,,10000,11838,4234,0,0,0,0,0,0,0,0,50,0
11753,,文人,0,2,1,6009,wenguan,74,,126,5,,10000,11098,4704,0,0,0,0,0,0,0,0,50,0
11754,,秦始皇,0,2,2,1033,qinshihuang,74,,38,2,,10000,21139,2211,0,0,0,0,100,0,0,0,100,0
11755,,诸葛亮,0,2,1,1009,zhugeliang,74,,14,111,,10000,16647,7056,0,0,0,0,0,0,0,0,100,1
11756,,墨客,0,2,1,6007,mibaoshanzei,75,,124,3,,10000,11986,4273,0,0,0,0,0,0,0,0,50,0
11757,,墨客,0,2,1,6007,mibaoshanzei,75,,124,3,,10000,11986,4273,0,0,0,0,0,0,0,0,50,0
11758,,墨客,0,2,1,6009,wenguan,75,,126,5,,10000,11237,4748,0,0,0,0,0,0,0,0,50,0
11759,,吕洞宾,0,2,1,1022,lvdongbin,75,,27,2,,10000,17122,3039,0,0,0,0,0,0,0,0,100,0
11760,,墨客,0,2,1,6010,wujiang,75,,128,127,,10000,25684,4879,0,0,0,0,0,0,0,0,50,1
11761,,墨客,0,2,1,6001,changqiangbing,76,,119,1,,10000,19262,3648,0,0,0,0,0,0,0,0,50,0
11762,,墨客,0,2,1,6007,mibaoshanzei,76,,124,3,,10000,13483,4793,0,0,0,0,0,0,0,0,50,0
11763,,墨客,0,2,1,6009,wenguan,76,,126,5,,10000,12640,5326,0,0,0,0,0,0,0,0,50,0
11764,,孙武,0,2,1,1003,sunwu,76,,8,2,,10000,19262,3648,0,0,0,0,0,0,0,0,100,0
11765,,程咬金,0,2,1,1007,baiqi,76,,12,1,,10000,28893,5472,0,0,0,0,0,0,0,0,100,1
11766,,墨客,0,2,1,6003,gongjianshou,77,,116,4,,10000,12285,4354,0,0,0,0,0,0,0,0,50,0
11767,,墨客,0,2,2,6002,daodunbing,77,,120,2,,10000,21937,2274,0,0,0,0,100,0,0,0,50,0
11768,,墨客,0,2,1,6001,changqiangbing,77,,119,1,,10000,17550,3314,0,0,0,0,0,0,0,0,50,0
11769,,甄缳,1,2,1,1018,zhenhuan,77,,23,105,,10000,12285,4354,0,0,0,0,0,0,0,0,100,0
11770,,司马懿,0,2,1,1010,simayi,77,,15,114,,10000,17276,7257,0,0,0,0,0,0,0,0,100,1
11771,,才子,0,2,2,6002,daodunbing,77,,120,2,,10000,22207,2295,0,0,0,0,100,0,0,0,50,0
11772,,才子,0,2,1,6007,mibaoshanzei,77,,124,3,,10000,12436,4396,0,0,0,0,0,0,0,0,50,0
11773,,才子,0,2,1,6008,wufu,77,,125,2,,10000,17766,3126,0,0,0,0,0,0,0,0,50,0
11774,,朱元璋,0,2,2,1029,zhuyuanzhang,77,,34,2,,10000,22207,2295,0,0,0,0,100,0,0,0,100,0
11775,,张三丰,0,2,1,1021,zhangsf,77,,26,107,,10000,26649,4689,0,0,0,0,0,0,0,0,100,1
11776,,才子,0,2,2,6002,daodunbing,78,,120,2,,10000,22479,2317,0,0,0,0,100,0,0,0,50,0
11777,,才子,0,2,1,6011,mibaoshanzeitoumu,78,,147,146,,10000,17983,4436,0,0,0,0,0,0,0,0,50,0
11778,,才子,0,2,1,6004,cike,78,,121,3,,10000,12588,4436,0,0,0,0,0,0,0,0,50,0
11779,,甄缳,1,2,1,1018,zhenhuan,78,,23,105,,10000,12588,4436,0,0,0,0,0,0,0,0,100,0
11780,,张三丰,0,2,1,1021,zhangsf,78,,26,107,,10000,26975,4732,0,0,0,0,0,0,0,0,100,1
11781,,才子,0,2,1,6001,changqiangbing,79,,119,1,,10000,20224,3787,0,0,0,0,0,0,0,0,50,0
11782,,才子,0,2,1,6009,wenguan,79,,126,5,,10000,13272,5528,0,0,0,0,0,0,0,0,50,0
11783,,才子,0,2,2,6002,daodunbing,79,,120,2,,10000,25280,2598,0,0,0,0,100,0,0,0,50,0
11784,,程咬金,0,2,1,1007,baiqi,79,,12,1,,10000,20224,3787,0,0,0,0,0,0,0,0,100,0
11785,,魔·李白,0,2,1,1023,libai,79,,28,2,,10000,60672,10614,0,0,0,0,0,0,0,0,100,2
11786,,瓦岗寨义军,0,2,1,6004,cike,79,,121,3,,10000,12900,4545,0,0,0,0,0,0,0,0,50,0
11787,,瓦岗寨义军,0,2,1,6007,mibaoshanzei,79,,124,3,,10000,12900,4545,0,0,0,0,0,0,0,0,50,0
11788,,瓦岗寨义军,0,2,1,6001,changqiangbing,79,,119,1,,10000,18428,3459,0,0,0,0,0,0,0,0,50,0
11789,,荆轲,0,2,1,1015,jingke,79,,20,3,,10000,12900,4545,0,0,0,0,0,0,0,0,100,0
11790,,张良,0,2,1,1012,zhangliang,79,,17,109,,10000,18140,7575,0,0,0,0,0,0,0,0,100,1
11791,,瓦岗寨义军,0,2,1,6005,youxia,80,,122,2,,10000,18542,3256,0,0,0,0,0,0,0,0,50,0
