##这是一个注释,不读,,,,,,
效果ID,描述,统一目标,效果1,效果2,效果3,效果4,效果5
108939,,,条件效果#0#开始战斗#201049,,,,
108940,,,条件效果#0#开始战斗#201050,,,,
108941,,,条件效果#0#开始战斗#201051,,,,
108942,,,条件效果#0#开始战斗#201052,,,,
108943,,,条件效果#0#开始战斗#201053,,,,
108944,,,条件效果#0#开始战斗#201054,,,,
108945,,,条件效果#0#开始战斗#201055,,,,
108946,,,条件效果#0#开始战斗#201056,,,,
108947,,,条件效果#0#开始战斗#201057,,,,
108948,,,条件效果#0#开始战斗#201058,,,,
108949,,,条件效果#0#开始战斗#201059,,,,
108950,,,条件效果#0#开始战斗#201060,,,,
108951,,,条件效果#0#开始战斗#201061,,,,
108952,,,条件效果#0#开始战斗#201062,,,,
108953,,,条件效果#0#开始战斗#201063,,,,
108954,,,条件效果#0#开始战斗#201064,,,,
108955,,,条件效果#0#开始战斗#201065,,,,
108956,,,条件效果#0#开始战斗#201066,,,,
108957,,,条件效果#0#开始战斗#201067,,,,
108958,,,条件效果#0#开始战斗#201068,,,,
108959,,,条件效果#0#开始战斗#201069,,,,
108960,,,条件效果#0#开始战斗#201070,,,,
108961,,,条件效果#0#开始战斗#201071,,,,
108962,,,条件效果#0#开始战斗#201072,,,,
108963,,,条件效果#0#开始战斗#201073,,,,
108964,,,条件效果#0#开始战斗#201074,,,,
108965,,,条件效果#0#开始战斗#201075,,,,
108966,,,条件效果#0#开始战斗#201076,,,,
108967,,,条件效果#0#开始战斗#201077,,,,
108968,,,条件效果#0#开始战斗#201078,,,,
108969,,,条件效果#0#开始战斗#201079,,,,
108970,,,条件效果#0#开始战斗#201080,,,,
108971,,,条件效果#0#开始战斗#201081,,,,
108972,,,条件效果#0#开始战斗#201082,,,,
108973,,,条件效果#0#开始战斗#201083,,,,
108974,,,条件效果#0#开始战斗#201084,,,,
108975,,,条件效果#0#开始战斗#201085,,,,
108976,,,条件效果#0#开始战斗#201086,,,,
108977,,,条件效果#0#开始战斗#201087,,,,
108978,,,条件效果#0#开始战斗#201088,,,,
108979,,,条件效果#0#开始战斗#201089,,,,
108980,,,条件效果#0#开始战斗#201090,,,,
108981,,,条件效果#0#开始战斗#201091,,,,
108982,,,条件效果#0#开始战斗#201092,,,,
108983,,,条件效果#0#开始战斗#201093,,,,
108984,,,条件效果#0#开始战斗#201094,,,,
108985,,,条件效果#0#开始战斗#201095,,,,
108986,,,条件效果#0#开始战斗#201096,,,,
108987,,,条件效果#0#开始战斗#201097,,,,
108988,,,条件效果#0#开始战斗#201098,,,,
108989,,,条件效果#0#开始战斗#201099,,,,
108990,,,条件效果#0#开始战斗#201100,,,,
108991,,,条件效果#0#开始战斗#201101,,,,
108992,,,条件效果#0#开始战斗#201102,,,,
108993,,,条件效果#0#开始战斗#201103,,,,
108994,,,条件效果#0#开始战斗#201104,,,,
108995,,,条件效果#0#开始战斗#201105,,,,
108996,,,条件效果#0#开始战斗#201106,,,,
108997,,,条件效果#0#开始战斗#201107,,,,
108998,,,条件效果#0#开始战斗#201108,,,,
108999,,,条件效果#0#开始战斗#201109,,,,
109000,,,条件效果#0#开始战斗#201110,,,,
109001,,,条件效果#0#开始战斗#201111,,,,
109002,,,条件效果#0#开始战斗#201112,,,,
109003,,,条件效果#0#开始战斗#201113,,,,
109004,,,条件效果#0#开始战斗#201114,,,,
109005,,,条件效果#0#开始战斗#201115,,,,
109006,,,条件效果#0#开始战斗#201116,,,,
109007,,,条件效果#0#开始战斗#201117,,,,
109008,,,条件效果#0#开始战斗#201118,,,,
109009,,,条件效果#0#开始战斗#201119,,,,
109010,,,条件效果#0#开始战斗#201120,,,,
109011,,,条件效果#0#开始战斗#201121,,,,
109012,,,条件效果#0#开始战斗#201122,,,,
109013,,,条件效果#0#开始战斗#201123,,,,
109014,,,条件效果#0#开始战斗#201124,,,,
109015,,,条件效果#0#开始战斗#201125,,,,
109016,,,条件效果#0#开始战斗#201126,,,,
109017,,,条件效果#0#开始战斗#201127,,,,
109018,,,条件效果#0#开始战斗#201128,,,,
109019,,,条件效果#0#开始战斗#201129,,,,
109020,,,条件效果#0#开始战斗#201130,,,,
109021,,,条件效果#0#开始战斗#201131,,,,
109022,,,条件效果#0#开始战斗#201132,,,,
109023,,,条件效果#0#开始战斗#201133,,,,
109024,,,条件效果#0#开始战斗#201134,,,,
109025,,,条件效果#0#开始战斗#201135,,,,
109026,,,条件效果#0#开始战斗#201136,,,,
109027,,,条件效果#0#开始战斗#201137,,,,
109028,,,条件效果#0#开始战斗#201138,,,,
109029,,,条件效果#0#开始战斗#201139,,,,
109030,,,条件效果#0#开始战斗#201140,,,,
109031,,,条件效果#0#任何人死亡#200421,,,,
109032,,,条件效果#0#任何人死亡#200422,,,,
109033,,,条件效果#0#任何人死亡#200423,,,,
109034,,,条件效果#0#任何人死亡#200424,,,,
109035,,,条件效果#0#任何人死亡#200425,,,,
109036,,,条件效果#0#任何人死亡#200426,,,,
109037,,,条件效果#0#任何人死亡#200427,,,,
109038,,,条件效果#0#任何人死亡#200428,,,,
109039,,,条件效果#0#任何人死亡#200429,,,,
109040,,,条件效果#0#任何人死亡#200430,,,,
109041,,,条件效果#0#任何人死亡#200431,,,,
109042,,,条件效果#0#任何人死亡#200432,,,,
109043,,,条件效果#0#任何人死亡#200433,,,,
109044,,,条件效果#0#任何人死亡#200434,,,,
109045,,,条件效果#0#任何人死亡#200435,,,,
109046,,,条件效果#0#任何人死亡#200436,,,,
109047,,,条件效果#0#任何人死亡#200437,,,,
109048,,,条件效果#0#任何人死亡#200438,,,,
109049,,,条件效果#0#任何人死亡#200439,,,,
109050,,,条件效果#0#任何人死亡#200440,,,,
109051,,,条件效果#0#任何人死亡#200441,,,,
109052,,,条件效果#0#任何人死亡#200442,,,,
109053,,,条件效果#0#任何人死亡#200443,,,,
109054,,,条件效果#0#任何人死亡#200444,,,,
109055,,,条件效果#0#任何人死亡#200445,,,,
109056,,,条件效果#0#任何人死亡#200446,,,,
109057,,,条件效果#0#任何人死亡#200447,,,,
109058,,,条件效果#0#任何人死亡#200448,,,,
109059,,,条件效果#0#任何人死亡#200449,,,,
109060,,,条件效果#0#任何人死亡#200450,,,,
109061,,,条件效果#0#任何人死亡#200451,,,,
109062,,,条件效果#0#任何人死亡#200452,,,,
109063,,,条件效果#0#任何人死亡#200453,,,,
109064,,,条件效果#0#任何人死亡#200454,,,,
109065,,,条件效果#0#任何人死亡#200455,,,,
109066,,,条件效果#0#任何人死亡#200456,,,,
109067,,,条件效果#0#任何人死亡#200457,,,,
109068,,,条件效果#0#任何人死亡#200458,,,,
109069,,,条件效果#0#任何人死亡#200459,,,,
109070,,,条件效果#0#任何人死亡#200460,,,,
109071,,,条件效果#0#任何人死亡#200461,,,,
109072,,,条件效果#0#任何人死亡#200462,,,,
109073,,,条件效果#0#任何人死亡#200463,,,,
109074,,,条件效果#0#任何人死亡#200464,,,,
109075,,,条件效果#0#任何人死亡#200465,,,,
109076,,,条件效果#0#任何人死亡#200466,,,,
109077,,,条件效果#0#任何人死亡#200467,,,,
109078,,,条件效果#0#任何人死亡#200468,,,,
109079,,,条件效果#0#任何人死亡#200469,,,,
109080,,,条件效果#0#任何人死亡#200470,,,,
109081,,,条件效果#0#任何人死亡#200471,,,,
109082,,,条件效果#0#任何人死亡#200472,,,,
109083,,,条件效果#0#任何人死亡#200473,,,,
109084,,,条件效果#0#任何人死亡#200474,,,,
109085,,,条件效果#0#任何人死亡#200475,,,,
109086,,,条件效果#0#任何人死亡#200476,,,,
109087,,,条件效果#0#任何人死亡#200477,,,,
109088,,,条件效果#0#任何人死亡#200478,,,,
109089,,,条件效果#0#任何人死亡#200479,,,,
109090,,,条件效果#0#任何人死亡#200480,,,,
109091,,,改变属性#9#万分比伤害增强#0#210,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109092,,,改变属性#9#万分比伤害增强#0#220,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109093,,,改变属性#9#万分比伤害增强#0#230,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109094,,,改变属性#9#万分比伤害增强#0#240,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109095,,,改变属性#9#万分比伤害增强#0#250,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109096,,,改变属性#9#万分比伤害增强#0#260,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109097,,,改变属性#9#万分比伤害增强#0#270,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109098,,,改变属性#9#万分比伤害增强#0#280,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109099,,,改变属性#9#万分比伤害增强#0#290,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109100,,,改变属性#9#万分比伤害增强#0#300,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109101,,,改变属性#9#万分比伤害增强#0#310,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109102,,,改变属性#9#万分比伤害增强#0#320,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109103,,,改变属性#9#万分比伤害增强#0#330,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109104,,,改变属性#9#万分比伤害增强#0#340,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109105,,,改变属性#9#万分比伤害增强#0#350,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109106,,,改变属性#9#万分比伤害增强#0#360,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109107,,,改变属性#9#万分比伤害增强#0#370,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109108,,,改变属性#9#万分比伤害增强#0#380,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109109,,,改变属性#9#万分比伤害增强#0#390,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109110,,,改变属性#9#万分比伤害增强#0#400,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109111,,,改变属性#9#万分比伤害增强#0#410,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109112,,,改变属性#9#万分比伤害增强#0#420,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109113,,,改变属性#9#万分比伤害增强#0#430,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109114,,,改变属性#9#万分比伤害增强#0#440,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109115,,,改变属性#9#万分比伤害增强#0#450,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109116,,,改变属性#9#万分比伤害增强#0#460,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109117,,,改变属性#9#万分比伤害增强#0#470,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109118,,,改变属性#9#万分比伤害增强#0#480,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109119,,,改变属性#9#万分比伤害增强#0#490,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109120,,,改变属性#9#万分比伤害增强#0#500,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109121,,,改变属性#9#万分比伤害增强#0#510,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109122,,,改变属性#9#万分比伤害增强#0#520,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109123,,,改变属性#9#万分比伤害增强#0#530,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109124,,,改变属性#9#万分比伤害增强#0#540,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109125,,,改变属性#9#万分比伤害增强#0#550,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109126,,,改变属性#9#万分比伤害增强#0#560,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109127,,,改变属性#9#万分比伤害增强#0#570,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109128,,,改变属性#9#万分比伤害增强#0#580,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109129,,,改变属性#9#万分比伤害增强#0#590,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109130,,,改变属性#9#万分比伤害增强#0#600,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109131,,,改变属性#9#万分比伤害增强#0#610,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109132,,,改变属性#9#万分比伤害增强#0#620,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109133,,,改变属性#9#万分比伤害增强#0#630,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109134,,,改变属性#9#万分比伤害增强#0#640,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109135,,,改变属性#9#万分比伤害增强#0#650,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109136,,,改变属性#9#万分比伤害增强#0#660,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109137,,,改变属性#9#万分比伤害增强#0#670,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109138,,,改变属性#9#万分比伤害增强#0#680,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109139,,,改变属性#9#万分比伤害增强#0#690,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109140,,,改变属性#9#万分比伤害增强#0#700,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109141,,,改变属性#9#万分比伤害增强#0#710,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109142,,,改变属性#9#万分比伤害增强#0#720,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109143,,,改变属性#9#万分比伤害增强#0#730,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109144,,,改变属性#9#万分比伤害增强#0#740,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109145,,,改变属性#9#万分比伤害增强#0#750,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109146,,,改变属性#9#万分比伤害增强#0#760,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109147,,,改变属性#9#万分比伤害增强#0#770,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109148,,,改变属性#9#万分比伤害增强#0#780,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109149,,,改变属性#9#万分比伤害增强#0#790,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109150,,,改变属性#9#万分比伤害增强#0#800,改变属性#9#万分比伤害吸血万分比#0#10000,,,
109151,,,条件效果#0#闪避#200481,改变属性#9#闪避附加值#0#203,,,
109152,,,条件效果#0#闪避#200482,改变属性#9#闪避附加值#0#206,,,
109153,,,条件效果#0#闪避#200483,改变属性#9#闪避附加值#0#209,,,
109154,,,条件效果#0#闪避#200484,改变属性#9#闪避附加值#0#212,,,
109155,,,条件效果#0#闪避#200485,改变属性#9#闪避附加值#0#215,,,
109156,,,条件效果#0#闪避#200486,改变属性#9#闪避附加值#0#218,,,
109157,,,条件效果#0#闪避#200487,改变属性#9#闪避附加值#0#221,,,
109158,,,条件效果#0#闪避#200488,改变属性#9#闪避附加值#0#224,,,
109159,,,条件效果#0#闪避#200489,改变属性#9#闪避附加值#0#227,,,
109160,,,条件效果#0#闪避#200490,改变属性#9#闪避附加值#0#230,,,
109161,,,条件效果#0#闪避#200491,改变属性#9#闪避附加值#0#233,,,
109162,,,条件效果#0#闪避#200492,改变属性#9#闪避附加值#0#236,,,
109163,,,条件效果#0#闪避#200493,改变属性#9#闪避附加值#0#239,,,
109164,,,条件效果#0#闪避#200494,改变属性#9#闪避附加值#0#242,,,
109165,,,条件效果#0#闪避#200495,改变属性#9#闪避附加值#0#245,,,
109166,,,条件效果#0#闪避#200496,改变属性#9#闪避附加值#0#248,,,
109167,,,条件效果#0#闪避#200497,改变属性#9#闪避附加值#0#251,,,
109168,,,条件效果#0#闪避#200498,改变属性#9#闪避附加值#0#254,,,
109169,,,条件效果#0#闪避#200499,改变属性#9#闪避附加值#0#257,,,
109170,,,条件效果#0#闪避#200500,改变属性#9#闪避附加值#0#260,,,
109171,,,条件效果#0#闪避#200501,改变属性#9#闪避附加值#0#263,,,
109172,,,条件效果#0#闪避#200502,改变属性#9#闪避附加值#0#266,,,
109173,,,条件效果#0#闪避#200503,改变属性#9#闪避附加值#0#269,,,
109174,,,条件效果#0#闪避#200504,改变属性#9#闪避附加值#0#272,,,
109175,,,条件效果#0#闪避#200505,改变属性#9#闪避附加值#0#275,,,
109176,,,条件效果#0#闪避#200506,改变属性#9#闪避附加值#0#278,,,
109177,,,条件效果#0#闪避#200507,改变属性#9#闪避附加值#0#281,,,
109178,,,条件效果#0#闪避#200508,改变属性#9#闪避附加值#0#284,,,
109179,,,条件效果#0#闪避#200509,改变属性#9#闪避附加值#0#287,,,
109180,,,条件效果#0#闪避#200510,改变属性#9#闪避附加值#0#290,,,
109181,,,条件效果#0#闪避#200511,改变属性#9#闪避附加值#0#293,,,
109182,,,条件效果#0#闪避#200512,改变属性#9#闪避附加值#0#296,,,
109183,,,条件效果#0#闪避#200513,改变属性#9#闪避附加值#0#299,,,
109184,,,条件效果#0#闪避#200514,改变属性#9#闪避附加值#0#302,,,
109185,,,条件效果#0#闪避#200515,改变属性#9#闪避附加值#0#305,,,
109186,,,条件效果#0#闪避#200516,改变属性#9#闪避附加值#0#308,,,
109187,,,条件效果#0#闪避#200517,改变属性#9#闪避附加值#0#311,,,
109188,,,条件效果#0#闪避#200518,改变属性#9#闪避附加值#0#314,,,
109189,,,条件效果#0#闪避#200519,改变属性#9#闪避附加值#0#317,,,
109190,,,条件效果#0#闪避#200520,改变属性#9#闪避附加值#0#320,,,
109191,,,条件效果#0#闪避#200521,改变属性#9#闪避附加值#0#323,,,
109192,,,条件效果#0#闪避#200522,改变属性#9#闪避附加值#0#326,,,
109193,,,条件效果#0#闪避#200523,改变属性#9#闪避附加值#0#329,,,
109194,,,条件效果#0#闪避#200524,改变属性#9#闪避附加值#0#332,,,
109195,,,条件效果#0#闪避#200525,改变属性#9#闪避附加值#0#335,,,
109196,,,条件效果#0#闪避#200526,改变属性#9#闪避附加值#0#338,,,
109197,,,条件效果#0#闪避#200527,改变属性#9#闪避附加值#0#341,,,
109198,,,条件效果#0#闪避#200528,改变属性#9#闪避附加值#0#344,,,
109199,,,条件效果#0#闪避#200529,改变属性#9#闪避附加值#0#347,,,
109200,,,条件效果#0#闪避#200530,改变属性#9#闪避附加值#0#350,,,
109201,,,条件效果#0#闪避#200531,改变属性#9#闪避附加值#0#353,,,
109202,,,条件效果#0#闪避#200532,改变属性#9#闪避附加值#0#356,,,
109203,,,条件效果#0#闪避#200533,改变属性#9#闪避附加值#0#359,,,
109204,,,条件效果#0#闪避#200534,改变属性#9#闪避附加值#0#362,,,
109205,,,条件效果#0#闪避#200535,改变属性#9#闪避附加值#0#365,,,
109206,,,条件效果#0#闪避#200536,改变属性#9#闪避附加值#0#368,,,
109207,,,条件效果#0#闪避#200537,改变属性#9#闪避附加值#0#371,,,
109208,,,条件效果#0#闪避#200538,改变属性#9#闪避附加值#0#374,,,
109209,,,条件效果#0#闪避#200539,改变属性#9#闪避附加值#0#377,,,
109210,,,条件效果#0#闪避#200540,改变属性#9#闪避附加值#0#380,,,
109211,,,改变属性#9#护甲加值#0#102,损失HP增强属性#护甲加值#210,,,
109212,,,改变属性#9#护甲加值#0#104,损失HP增强属性#护甲加值#220,,,
109213,,,改变属性#9#护甲加值#0#106,损失HP增强属性#护甲加值#230,,,
109214,,,改变属性#9#护甲加值#0#108,损失HP增强属性#护甲加值#240,,,
109215,,,改变属性#9#护甲加值#0#110,损失HP增强属性#护甲加值#250,,,
109216,,,改变属性#9#护甲加值#0#112,损失HP增强属性#护甲加值#260,,,
109217,,,改变属性#9#护甲加值#0#114,损失HP增强属性#护甲加值#270,,,
